28826;1;2005
28495;1;2007
12493;1;2007
24573;1;2007
27506;1;2008
15426;1;2008
13465;1;2008
21623;1;2008
29751;1;2007
11788;1;2007
13749;1;2007
20367;1;2008
12072;1;2006
16178;1;2007
26955;1;2008
19395;1;2007
17434;1;2007
19816;1;2008
23738;1;2008
17855;1;2008
17919;1;2005
12694;1;2006
20852;1;2006
15627;1;2007
11705;1;2007
18560;1;2008
14638;1;2008
16599;1;2008
19596;1;2006
21557;1;2006
11000;2;2007
28963;1;2007
17304;2;2008
11421;1;2008
15343;1;2008
27156;1;2007
14087;1;2008
12126;1;2008
30089;2;2008
28128;1;2008
22245;1;2008
29531;1;2005
11989;1;2006
29952;1;2006
28412;1;2007
14371;1;2007
12410;1;2007
20568;1;2007
24911;1;2008
26872;1;2008
12831;1;2008
14774;1;2006
19217;2;2007
23139;1;2007
20640;1;2008
22601;1;2008
24562;1;2008
26523;1;2008
12482;1;2008
29520;2;2006
13518;1;2006
12315;2;2007
26356;1;2007
28317;1;2007
21345;1;2008
19384;1;2008
18666;1;2007
20089;1;2008
16167;2;2008
19922;1;2007
16872;1;2008
14911;1;2008
18833;1;2008
14193;1;2007
12232;1;2007
22351;1;2007
29657;2;2008
15616;1;2008
13655;1;2008
27696;1;2008
24496;1;2006
29490;1;2007
11527;1;2007
15449;1;2007
13488;1;2007
12399;1;2008
14360;1;2008
22518;1;2008
26440;1;2008
26303;1;2006
25722;1;2007
11681;1;2007
19839;1;2007
23761;1;2007
27145;1;2008
13104;1;2008
21262;1;2008
19301;1;2008
28097;1;2005
30058;1;2005
28939;1;2007
21095;1;2007
25889;1;2008
18045;1;2008
21967;1;2008
26990;1;2007
28413;1;2008
18458;1;2005
16166;1;2007
14205;1;2007
29118;1;2008
15077;2;2008
21274;1;2008
13116;2;2008
14940;1;2006
24478;1;2007
12398;1;2007
22517;1;2007
11860;2;2008
13821;1;2008
21979;1;2008
27862;1;2008
29656;2;2007
11693;1;2007
19851;1;2007
25734;1;2007
20723;1;2008
18762;1;2008
22684;1;2008
28180;1;2005
16083;1;2007
25350;1;2008
11456;2;2007
17339;1;2007
25183;1;2007
18211;1;2008
16250;1;2008
15532;1;2007
29573;1;2007
13571;1;2007
11610;1;2007
29035;1;2008
13033;1;2008
16788;1;2007
27779;1;2008
29740;1;2008
13738;1;2008
13476;1;2007
29478;1;2007
23057;1;2008
16693;1;2007
28773;1;2007
13643;2;2008
21801;1;2008
29645;2;2008
27684;1;2008
11682;2;2008
29508;4;2006
17161;1;2007
25005;1;2007
19122;1;2007
20545;1;2008
26428;1;2008
12387;1;2008
12250;1;2006
24300;1;2007
20378;1;2007
26261;1;2007
23211;1;2008
19289;1;2008
17328;1;2008
28169;1;2006
12167;1;2006
16610;2;2007
18571;1;2007
23916;1;2008
18033;1;2008
16072;1;2008
19994;1;2008
29963;2;2005
19069;1;2006
14816;1;2008
12137;2;2007
14098;1;2007
22256;1;2007
13560;1;2008
15521;1;2008
11432;3;2007
13393;1;2007
14265;5;2008
28306;1;2008
26345;1;2008
12304;2;2008
12884;1;2006
11444;2;2007
15366;1;2007
18750;1;2008
16789;1;2008
11628;1;2006
19786;1;2006
24466;2;2007
18583;1;2007
15533;1;2008
29574;2;2008
23377;1;2008
28014;1;2005
13435;1;2006
15396;1;2006
21012;2;2007
12854;2;2007
26895;1;2007
14277;1;2008
12179;1;2006
30112;4;2007
14110;1;2007
28151;1;2007
21179;1;2008
29023;1;2008
13021;1;2008
26344;1;2007
20461;1;2007
11765;1;2008
25806;1;2008
21884;1;2008
29892;2;2005
13559;1;2007
11598;1;2007
20628;1;2008
26511;1;2008
18667;1;2008
30029;4;2007
17949;2;2007
25255;1;2008
17411;2;2008
19372;1;2008
25088;1;2007
17244;2;2007
23127;1;2007
14194;1;2008
18116;1;2008
16155;1;2008
11901;1;2006
12873;1;2007
22992;1;2007
26914;1;2007
24709;1;2008
20787;1;2008
16865;1;2008
18826;1;2008
14129;2;2007
15609;1;2008
23453;1;2008
12452;1;2006
22571;1;2006
22441;1;2007
16314;1;2008
28394;1;2008
13795;1;2005
29159;1;2006
19775;1;2007
11617;1;2007
15058;2;2008
27138;1;2008
29099;1;2008
30048;4;2007
14046;2;2007
17968;1;2007
27843;1;2008
21960;1;2008
11841;3;2008
11818;1;2006
13779;1;2006
29781;2;2006
25107;2;2007
11380;1;2007
19224;1;2007
24626;1;2008
20704;1;2008
18743;1;2008
26587;1;2008
29497;4;2007
27536;1;2007
13495;2;2007
21653;1;2007
17487;1;2008
23370;1;2008
16929;1;2005
16712;1;2007
18192;1;2008
29880;2;2005
27919;1;2005
11830;1;2006
29793;2;2006
12558;1;2008
22677;1;2008
20716;1;2008
17980;1;2007
23863;1;2007
21421;1;2008
23382;1;2008
27304;1;2008
14212;2;2007
26048;1;2008
16243;1;2008
20165;1;2008
18204;1;2008
24087;1;2008
15047;1;2006
29509;4;2007
15468;1;2007
13507;2;2007
16948;2;2008
11065;1;2008
17897;1;2007
11700;2;2007
25741;1;2007
21819;1;2007
23780;1;2007
15692;2;2008
13731;1;2008
18268;1;2005
29710;2;2006
15669;1;2006
25036;2;2007
21114;1;2007
23075;1;2007
28477;1;2008
26997;1;2007
12956;1;2007
26516;1;2008
12475;1;2008
14436;1;2008
22594;1;2008
11463;2;2007
15385;1;2007
17346;2;2007
21338;1;2008
13180;1;2008
29182;1;2008
25260;1;2008
26025;1;2006
24485;1;2007
18602;1;2007
20563;1;2007
20082;2;2008
24004;1;2008
18121;1;2008
17251;2;2007
21243;1;2008
19282;1;2008
25165;1;2008
29702;2;2005
13062;1;2006
24390;1;2007
19987;1;2008
21948;1;2008
23909;1;2008
18026;1;2008
11034;1;2005
22897;1;2007
28780;1;2007
16770;1;2008
30036;2;2007
12073;2;2007
23358;1;2008
17475;1;2008
24307;1;2007
18424;1;2007
26268;1;2007
20385;1;2007
22416;1;2008
12297;1;2008
14258;1;2008
16196;1;2006
27524;1;2007
19680;1;2007
21160;1;2008
13002;2;2008
14963;1;2008
19964;1;2006
29953;2;2007
17873;1;2007
15912;1;2007
25787;1;2008
27748;1;2008
19904;1;2008
11746;1;2008
18708;1;2006
20669;1;2006
15207;1;2007
19129;1;2007
25012;1;2007
17168;1;2007
20609;1;2008
24531;1;2008
18648;1;2008
26985;1;2007
19141;1;2007
14975;1;2008
13014;1;2008
14952;1;2006
12991;1;2006
28241;1;2007
12239;1;2007
22358;1;2007
29721;2;2008
11758;2;2008
21877;1;2008
12523;1;2006
14668;1;2007
18590;1;2007
22582;1;2008
20621;1;2008
15924;2;2007
17885;1;2007
27209;1;2008
23287;1;2008
17404;1;2008
19365;2;2008
25248;1;2008
22275;1;2007
12156;1;2007
14117;1;2007
20070;1;2008
23992;1;2008
16148;1;2008
29414;1;2007
27453;1;2007
11451;2;2007
18814;1;2008
14892;1;2008
16853;1;2008
13783;1;2005
29785;1;2005
29698;4;2006
15657;1;2006
19763;1;2007
25646;1;2007
17802;1;2007
13636;2;2008
27677;1;2008
29638;2;2008
15597;1;2008
11117;1;2005
12440;1;2006
26481;1;2006
20598;1;2006
12861;1;2007
19058;1;2007
22980;1;2007
24941;1;2007
26902;1;2007
14341;4;2008
22499;1;2008
26421;1;2008
11303;1;2006
29994;2;2008
28033;1;2008
12031;1;2008
26072;1;2008
29971;2;2006
26807;1;2007
18963;1;2007
22885;1;2007
24846;1;2007
20924;1;2007
18933;1;2008
28738;1;2008
12736;1;2008
20894;1;2008
22855;1;2008
13234;1;2007
11273;2;2007
17677;1;2008
23560;1;2008
21599;1;2008
19638;1;2008
24265;1;2008
18382;2;2008
16421;1;2008
20841;1;2007
26724;1;2007
12683;1;2007
15165;1;2008
17126;2;2008
13939;2;2007
29941;2;2007
11978;1;2007
22097;1;2007
15900;1;2007
27980;1;2007
29911;2;2008
13909;1;2008
11948;2;2008
27950;1;2008
18329;1;2007
20290;1;2007
26173;1;2007
14614;1;2008
26694;1;2008
27646;1;2005
19615;1;2006
27429;1;2007
25438;1;2008
21516;1;2008
19076;1;2006
17115;1;2006
27441;1;2007
29923;2;2008
13921;1;2008
23726;1;2008
29900;1;2006
22814;1;2007
12695;1;2007
22784;1;2008
12665;2;2008
16587;1;2008
14626;2;2008
19046;1;2007
17085;1;2007
24929;1;2007
13370;1;2008
21528;1;2008
12174;1;2006
12144;1;2007
20302;1;2007
26185;1;2007
20272;1;2008
26155;1;2008
29690;2;2005
20249;1;2006
19016;1;2008
17790;2;2007
15829;2;2007
19751;1;2007
23673;1;2007
19721;1;2008
17760;2;2008
15799;1;2008
30024;2;2007
12061;3;2007
26102;1;2007
20219;1;2007
14543;1;2008
18465;1;2008
19417;1;2005
15308;1;2006
15278;1;2007
27358;1;2007
29319;1;2007
15248;1;2008
17278;1;2005
27968;1;2007
26007;1;2007
20124;1;2007
14448;1;2008
14425;1;2006
15183;1;2007
27263;1;2007
29224;1;2007
13222;2;2007
21380;1;2007
15153;1;2008
13192;1;2008
11231;1;2008
20154;1;2006
11996;1;2006
27938;1;2008
29899;2;2008
20094;1;2008
25977;1;2008
24781;1;2006
20859;1;2006
20829;1;2007
24751;1;2007
26682;1;2008
24721;1;2008
12641;1;2008
18838;1;2008
20799;1;2008
12254;1;2005
22373;1;2005
28620;1;2006
12618;1;2006
11178;2;2007
15100;1;2007
17582;1;2008
24170;1;2008
28807;1;2005
28590;1;2007
20746;1;2007
15070;1;2008
13109;2;2008
11148;2;2008
29876;2;2006
22032;1;2006
29846;4;2007
11883;1;2007
13844;1;2007
29816;2;2008
15775;1;2008
27855;1;2008
13856;2;2007
29858;1;2007
15817;1;2007
20260;1;2008
26143;1;2008
18299;2;2008
24182;1;2008
28268;1;2005
26120;1;2006
22198;1;2006
19034;1;2007
15112;1;2007
19004;1;2008
29888;4;2006
27346;2;2007
29307;1;2007
25385;1;2007
13305;1;2007
29828;2;2008
17748;1;2008
13826;1;2008
15787;1;2008
18700;1;2005
14561;1;2007
12570;1;2008
22689;1;2008
12547;1;2006
20912;2;2007
11107;2;2007
24834;1;2007
16990;1;2007
25355;1;2008
21433;1;2008
29254;1;2006
18246;1;2007
22168;1;2007
20207;1;2007
28021;1;2008
26060;1;2008
12019;1;2008
24099;1;2008
16656;1;2005
14478;1;2007
18921;1;2008
16960;1;2008
20882;1;2008
29805;2;2006
15734;1;2007
23578;1;2007
17695;1;2007
19626;2;2008
15704;1;2008
17665;1;2008
23548;1;2008
11520;9;2007
24258;1;2008
20336;1;2008
18375;1;2008
13214;1;2006
18659;1;2007
16698;1;2007
11236;2;2008
22050;1;2005
25972;1;2005
23049;1;2007
12930;1;2007
13902;1;2008
15863;1;2008
29904;2;2008
23707;1;2008
14186;1;2007
22765;1;2008
14607;1;2008
12646;1;2008
19565;1;2006
24459;1;2007
20537;1;2007
26420;1;2007
29353;1;2008
21509;1;2008
27392;1;2008
25889;1;2005
29637;4;2007
13635;1;2007
11674;1;2007
20253;1;2008
12095;1;2008
26136;1;2008
24175;1;2008
22214;1;2008
29106;1;2005
25999;1;2006
30105;4;2007
18997;1;2008
24880;1;2008
28401;1;2005
20821;1;2006
25164;1;2007
15780;1;2008
21254;1;2007
30070;2;2008
12107;1;2008
14068;1;2008
26148;1;2008
26432;1;2007
12391;2;2007
20970;1;2008
28814;1;2008
24892;1;2008
13821;1;2005
12675;1;2006
20833;1;2006
16781;1;2007
14820;1;2007
18742;1;2007
19714;1;2008
25597;1;2008
11556;1;2008
21675;1;2008
19577;1;2006
19998;1;2007
23920;1;2007
16497;3;2008
18458;1;2008
12308;3;2007
15241;2;2008
17202;2;2008
29740;2;2005
26082;1;2006
15525;1;2007
17486;1;2007
29987;2;2008
28026;1;2008
11072;1;2005
11757;1;2007
12729;1;2008
26770;1;2008
20887;1;2008
14690;1;2008
20172;1;2005
26633;1;2006
27054;1;2007
21171;1;2007
29015;1;2007
13434;1;2008
21592;1;2008
27475;1;2008
14926;1;2006
25703;1;2007
19820;1;2007
11662;1;2007
26675;1;2008
22753;1;2008
20792;1;2008
14595;1;2008
28636;1;2008
15631;1;2006
29672;1;2006
24998;1;2007
12918;1;2007
21497;1;2008
28389;1;2005
11425;2;2007
17308;1;2007
20241;1;2008
24163;1;2008
18280;2;2008
25987;1;2006
18143;1;2006
16603;2;2007
24447;1;2007
24868;1;2008
15063;1;2008
11141;1;2008
18985;1;2008
29011;1;2005
21982;1;2006
22954;1;2007
20993;1;2007
12835;1;2007
26876;1;2007
29809;2;2008
15768;1;2008
20726;1;2006
16052;1;2007
12130;2;2007
30093;2;2007
14091;3;2007
12551;2;2008
28553;1;2008
29562;2;2005
13560;1;2005
24364;1;2007
20442;1;2007
29258;1;2008
13256;1;2008
21414;1;2008
13119;1;2006
21698;1;2007
25620;1;2007
26041;1;2008
24080;1;2008
12000;1;2008
29728;1;2005
12580;1;2006
29554;3;2007
11591;1;2007
14524;1;2008
18446;1;2008
16485;1;2008
11060;1;2005
19482;1;2006
14808;1;2007
12847;1;2007
13268;3;2008
29270;1;2008
15229;1;2008
13131;1;2006
23120;2;2007
19198;1;2007
21159;1;2007
12012;2;2008
29975;2;2008
13973;1;2008
29838;1;2006
21994;1;2006
12296;3;2007
28298;1;2007
22415;1;2007
26337;1;2007
24797;1;2008
12717;1;2008
22836;1;2008
18914;1;2008
29755;2;2006
14725;1;2007
19619;1;2008
17658;1;2008
25502;1;2008
26538;1;2006
17942;1;2007
19903;1;2007
15981;1;2007
16402;2;2008
18363;1;2008
14174;1;2007
12213;1;2007
28215;1;2007
22332;1;2007
15146;2;2008
29187;1;2008
11224;1;2008
15430;1;2007
11508;2;2007
15851;1;2008
27931;1;2008
11929;2;2008
28294;1;2005
14079;2;2007
30081;1;2007
13541;1;2008
29543;2;2008
27582;1;2008
15502;1;2008
13548;1;2005
27415;1;2007
11413;1;2007
12285;1;2008
26326;1;2008
20443;1;2008
28845;1;2005
14109;1;2006
26189;1;2006
17764;2;2007
25608;1;2007
19725;1;2007
25070;1;2008
19187;1;2008
27031;1;2008
21148;1;2008
26864;1;2007
20981;1;2007
24903;1;2007
17931;1;2008
23814;1;2008
25775;1;2008
29467;1;2005
22889;1;2006
12770;1;2006
11330;11;2007
29293;1;2007
23096;1;2007
13291;1;2007
17213;1;2007
18636;1;2008
24519;1;2008
18469;1;2007
24352;1;2007
15419;1;2008
29460;1;2008
11497;1;2008
22321;1;2008
12202;1;2008
16124;1;2008
14163;1;2008
30028;2;2006
14026;1;2006
29998;2;2007
22154;1;2007
12035;3;2007
13996;1;2007
21065;2;2008
23026;1;2008
28909;1;2008
24987;1;2008
29489;4;2006
13487;1;2006
15969;1;2007
14008;1;2007
11509;1;2008
23275;1;2008
19353;1;2008
12231;1;2006
25069;1;2007
14175;2;2008
16136;1;2008
27498;2;2007
12919;2;2008
22901;1;2006
16674;1;2007
14713;1;2007
29626;2;2008
25704;1;2008
13624;2;2008
14660;1;2006
19103;1;2007
21064;1;2007
17142;1;2007
26947;1;2007
20526;1;2008
22487;1;2008
24448;1;2008
28370;1;2008
18565;1;2008
12368;1;2008
15365;1;2006
24281;2;2007
28203;1;2007
26242;1;2007
20359;1;2007
12201;1;2007
23192;1;2008
25153;1;2008
21231;1;2008
16591;1;2007
16053;1;2008
17847;2;2007
15886;2;2007
16758;1;2008
14797;1;2008
20211;1;2006
12053;1;2006
26094;1;2006
22172;1;2006
14535;2;2007
17919;1;2008
23802;1;2008
17926;1;2005
17752;2;2007
23635;1;2007
15791;1;2007
14702;1;2008
28743;1;2008
13984;2;2007
20181;1;2007
22142;1;2007
26064;1;2007
15407;1;2008
21604;1;2008
27487;1;2008
12280;1;2005
13279;1;2007
22309;1;2008
28192;1;2008
26231;1;2008
13226;1;2006
25513;1;2007
19630;2;2007
17669;1;2007
19092;2;2008
24975;1;2008
26011;1;2006
20886;2;2007
24808;1;2007
22847;1;2007
18925;1;2007
17836;1;2008
23719;1;2008
28199;1;2005
15157;2;2007
17118;1;2007
16580;1;2008
18541;1;2008
14619;1;2008
24257;1;2007
14452;1;2007
16413;1;2007
18374;1;2007
29365;1;2008
15324;1;2008
29945;3;2006
20347;1;2007
23731;1;2008
21770;1;2008
11651;1;2008
12687;1;2006
28689;1;2006
27486;1;2007
21603;1;2007
19642;2;2007
20514;1;2008
18553;1;2008
26397;1;2008
29915;3;2007
15874;1;2007
11414;2;2008
19258;1;2008
15336;1;2008
15199;1;2006
15169;1;2007
11247;2;2007
17130;1;2007
19091;1;2007
30082;2;2008
27577;1;2005
29364;1;2007
12824;1;2008
22943;1;2008
14785;1;2008
28833;1;2005
14792;1;2005
29862;1;2006
12657;3;2007
22776;1;2007
13529;1;2008
29531;2;2008
11568;1;2008
21687;1;2008
27570;1;2008
17047;1;2007
20969;1;2007
12273;1;2008
20431;1;2008
18303;1;2007
28108;1;2007
12106;1;2007
22225;1;2007
11331;10;2008
19175;1;2008
23097;1;2008
17214;2;2008
25058;1;2008
11243;1;2005
15893;2;2007
23807;1;2008
19885;1;2008
11266;1;2007
19110;1;2007
17149;1;2007
24512;1;2008
26473;1;2008
18629;1;2008
20590;1;2008
29513;2;2006
15472;1;2006
17373;1;2008
23256;1;2008
15412;1;2008
14697;1;2005
28678;1;2007
22795;1;2007
12676;1;2007
18078;1;2008
14156;1;2008
16117;1;2008
20988;1;2007
24910;1;2007
28902;1;2008
14861;1;2008
12900;1;2008
22996;1;2006
14838;1;2006
12125;1;2007
18322;2;2007
22244;1;2007
28127;1;2007
13605;2;2008
25685;1;2008
21763;1;2008
27646;1;2008
11644;1;2008
28655;1;2005
14614;1;2005
20567;1;2006
16515;1;2007
14554;1;2007
28595;1;2007
28351;1;2008
26390;1;2008
12349;1;2008
22468;1;2008
17771;1;2007
15810;1;2007
19732;1;2007
19251;1;2008
17290;1;2008
25134;1;2008
28821;1;2005
25627;1;2007
17783;1;2007
19744;1;2007
29619;2;2008
15578;1;2008
13617;2;2008
22233;1;2005
29596;2;2006
24922;2;2007
22961;1;2007
21000;1;2007
22480;1;2008
14322;2;2008
12361;3;2008
23115;1;2007
29312;1;2007
21224;1;2008
27107;1;2008
19263;1;2008
25911;1;2006
24371;1;2007
18488;1;2007
16527;1;2007
18007;1;2008
23890;1;2008
25851;1;2008
21929;1;2008
29994;2;2005
25828;1;2006
23867;1;2006
20917;1;2007
22878;1;2007
12759;1;2007
16751;1;2008
18712;1;2008
30017;2;2007
15976;1;2007
12054;2;2007
22173;1;2007
14015;1;2007
13534;2;2008
23339;1;2008
15495;1;2008
18465;1;2005
12338;1;2006
20366;1;2007
28280;1;2008
21201;1;2006
27084;1;2006
21622;1;2007
23583;1;2007
21141;1;2008
27024;1;2008
11455;1;2006
18310;1;2007
12183;1;2008
22302;1;2008
14144;1;2008
14602;1;2005
28643;1;2005
12160;1;2006
14121;1;2006
19566;2;2007
27410;1;2007
28890;1;2008
21046;1;2008
26929;1;2008
12888;1;2008
29839;2;2007
15798;2;2007
11632;8;2008
23712;1;2008
21751;1;2008
25673;1;2008
27634;1;2008
15093;2;2007
11171;1;2007
19015;2;2007
17054;1;2007
16573;1;2008
25366;1;2007
21444;1;2007
27327;1;2007
13286;1;2007
23161;1;2008
17278;1;2008
19239;1;2008
17736;1;2005
30063;2;2008
16022;1;2008
11088;1;2007
18932;2;2007
24815;1;2007
16971;1;2007
12805;1;2008
14766;1;2008
26846;1;2008
11609;1;2006
24110;1;2007
26071;1;2007
29512;2;2008
11549;1;2008
25590;1;2008
21189;1;2006
20200;1;2007
17995;1;2008
16034;1;2008
23878;1;2008
27339;2;2007
13298;1;2007
29300;1;2007
16739;1;2008
14778;1;2008
29584;2;2006
23571;2;2007
25532;1;2007
29524;2;2008
15483;1;2008
26788;1;2007
22866;1;2007
24827;1;2007
22385;1;2008
14227;1;2008
28268;1;2008
12243;1;2006
17137;1;2007
29217;1;2007
15176;1;2007
27012;1;2008
21129;1;2008
16432;2;2007
24276;1;2007
25756;1;2008
17912;1;2008
14755;1;2006
26705;1;2007
20822;1;2007
12664;1;2007
14695;1;2008
16656;1;2008
29982;1;2005
11538;1;2006
15460;1;2006
29922;2;2007
15881;1;2007
11959;1;2007
27961;1;2007
13920;2;2007
22078;1;2007
29441;1;2008
24649;1;2007
15051;2;2008
13090;1;2008
29827;4;2007
11864;2;2007
29797;2;2008
15756;1;2008
18275;1;2005
16254;1;2007
22658;1;2008
12539;1;2008
20697;1;2008
26580;1;2008
19501;1;2006
19471;2;2007
21432;1;2007
21402;1;2008
19441;1;2008
23363;1;2008
21379;1;2006
29744;4;2007
13742;2;2007
15703;1;2007
27783;1;2007
18185;1;2008
26029;1;2008
24068;1;2008
11076;2;2007
16959;2;2007
18890;1;2008
14968;1;2008
11046;2;2008
29774;2;2006
11811;1;2006
21349;2;2007
27232;1;2007
19388;1;2007
29714;2;2008
13712;1;2008
12486;2;2007
14447;1;2007
28488;1;2007
26497;1;2008
12456;1;2008
26018;1;2006
11977;1;2006
14459;1;2007
12498;1;2007
20863;1;2008
24785;1;2008
16941;1;2008
29756;2;2007
23559;1;2007
17676;1;2007
15685;1;2008
20165;1;2005
18204;1;2005
27949;1;2007
11947;1;2007
22066;1;2007
14429;2;2008
13233;1;2006
13203;1;2007
21361;1;2007
29175;1;2008
15134;2;2008
11189;1;2006
29152;1;2006
29880;2;2008
11917;1;2008
25958;1;2008
27919;1;2008
13878;1;2008
22036;1;2008
11894;1;2006
25935;1;2006
29857;2;2006
26693;1;2007
20780;1;2008
26663;1;2008
24702;1;2008
18819;1;2008
15662;1;2006
13120;1;2007
17042;1;2007
17563;1;2008
18268;1;2008
24151;1;2008
16307;2;2008
26545;1;2006
11064;1;2007
27066;1;2007
25312;1;2008
17468;1;2008
14281;1;2007
16242;1;2007
18173;2;2008
14251;1;2008
16212;1;2008
15016;1;2006
13055;1;2006
18671;1;2007
11034;2;2008
12995;1;2008
16917;1;2008
19957;1;2006
11799;1;2006
29732;4;2007
11769;2;2007
25810;1;2007
29702;2;2008
13700;1;2008
27741;1;2008
19353;1;2005
15638;1;2006
24003;1;2007
16159;1;2007
12444;2;2008
24524;1;2008
22563;1;2008
24501;1;2006
25259;1;2007
25229;1;2008
23268;1;2008
17385;2;2008
27190;1;2008
13647;1;2007
29649;2;2007
27688;1;2007
11686;2;2007
16129;1;2008
23973;1;2008
20051;2;2008
29004;1;2005
14903;1;2007
14873;1;2008
16876;1;2007
24720;1;2007
18837;1;2007
13161;1;2008
21319;1;2008
19365;1;2005
29140;1;2006
22054;1;2007
20093;1;2007
24015;1;2007
11905;1;2008
25946;1;2008
23985;1;2008
20063;1;2008
14945;1;2006
14364;2;2007
22522;1;2007
20768;1;2008
24690;1;2008
29721;2;2005
29691;1;2006
29661;1;2007
13659;1;2007
29631;2;2008
23434;1;2008
17551;1;2008
15590;1;2008
25893;1;2007
12373;1;2008
28375;1;2008
16272;1;2006
21266;1;2007
29080;1;2008
21236;1;2008
27119;1;2008
15039;1;2008
13078;1;2008
15537;1;2007
19459;2;2007
17498;1;2007
25863;1;2008
11822;1;2008
27824;1;2008
21941;1;2008
19980;1;2008
16823;1;2006
26598;1;2007
18754;1;2007
20685;1;2008
24607;1;2008
26568;1;2008
28598;1;2005
26306;1;2007
24345;1;2007
20423;1;2007
25317;1;2008
29239;1;2008
27278;1;2008
21395;1;2008
22100;1;2008
26022;1;2008
27983;1;2008
18178;1;2008
11981;1;2008
17069;1;2005
29991;4;2007
13989;1;2007
24766;1;2008
20844;1;2008
18883;1;2008
16922;1;2008
18746;1;2006
19167;1;2007
11323;1;2007
23089;1;2007
25050;1;2007
23510;1;2008
15666;1;2008
20624;1;2006
27479;1;2007
13438;1;2007
28451;1;2008
14410;1;2008
14694;2;2007
12733;1;2007
28735;1;2007
15115;1;2008
27195;1;2008
13154;1;2008
28047;1;2005
14978;1;2006
19084;1;2007
26928;1;2007
17123;1;2007
11898;1;2008
25939;1;2008
20056;1;2008
13859;1;2008
11761;1;2006
13722;1;2006
22301;1;2007
12182;1;2007
20340;1;2007
24262;1;2007
24683;1;2008
22722;1;2008
18800;1;2008
26644;1;2008
26235;1;2007
12194;2;2007
17088;1;2008
29168;1;2008
11205;2;2008
15127;2;2008
11489;1;2007
13450;1;2007
11910;1;2008
29873;2;2008
22029;1;2008
27912;1;2008
11773;1;2006
15695;1;2006
21892;1;2006
13734;1;2006
21762;1;2007
17840;1;2007
11643;1;2007
19801;1;2007
12615;2;2008
14576;1;2008
20773;1;2008
28617;1;2008
19096;1;2007
26940;1;2007
27361;1;2008
21478;1;2008
11406;2;2007
23172;1;2007
17289;1;2007
18261;2;2008
24144;1;2008
20222;1;2008
21258;1;2006
16584;1;2007
20506;1;2007
11122;2;2008
15044;1;2008
17005;1;2008
12816;1;2007
26857;1;2007
17710;1;2008
13788;1;2008
15749;1;2008
30074;2;2007
28113;1;2007
16033;1;2007
28534;1;2008
22651;1;2008
12532;4;2008
14493;1;2008
23829;1;2006
28723;1;2007
26762;1;2007
12721;1;2007
29695;2;2008
13693;2;2008
13977;2;2007
29979;2;2007
22135;1;2007
12016;1;2007
22556;1;2008
26478;1;2008
12437;1;2008
28439;1;2008
24250;1;2007
26211;1;2007
19339;2;2008
25222;1;2008
13142;1;2008
28586;1;2005
23545;1;2007
27467;1;2007
19623;1;2007
18083;1;2008
25927;1;2008
22005;1;2008
14883;1;2006
12922;1;2006
29896;4;2007
13894;2;2007
